epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
286,1498.59,0.0576,0.97374,0.99781,0.13867,0.000595,0.000595,0.000595
287,1504.08,0.04865,0.97593,0.99781,0.13192,0.000562,0.000562,0.000562
288,1511.77,0.06917,0.97593,0.99781,0.13563,0.000529,0.000529,0.000529
289,1519.75,0.05879,0.97374,0.99781,0.143,0.000496,0.000496,0.000496
290,1524.25,0.03874,0.97593,0.99781,0.15266,0.000463,0.000463,0.000463
291,1532,0.04756,0.97374,0.99781,0.13918,0.00043,0.00043,0.00043
292,1537.91,0.0378,0.97374,0.99781,0.14236,0.000397,0.000397,0.000397
293,1543.58,0.05016,0.97374,0.99781,0.14301,0.000364,0.000364,0.000364
294,1549.72,0.11105,0.97374,0.99781,0.17906,0.000331,0.000331,0.000331
295,1555.91,0.04976,0.97374,0.99781,0.13969,0.000298,0.000298,0.000298
296,1561.16,0.06796,0.97374,0.99781,0.13832,0.000265,0.000265,0.000265
297,1565.8,0.04795,0.97374,0.99781,0.17604,0.000232,0.000232,0.000232
298,1570.26,0.04421,0.97374,0.99781,0.13796,0.000199,0.000199,0.000199
299,1574.93,0.04608,0.97374,0.99781,0.14168,0.000166,0.000166,0.000166
300,1580.06,0.04593,0.97374,0.99781,0.1429,0.000133,0.000133,0.000133
